1;"61,25"
1;"61,27"
1;"61,30"
1;"62,33"
1;"63,36"
1;"63,40"
1;"64,44"
1;"91,142"
1;"105,191"
1;"121,241"
1;"142,293"
1;"162,329"
1;"181,351"
1;"198,369"
1;"221,393"
1;"251,420"
1;"283,441"
1;"319,456"
1;"356,458"
1;"396,457"
1;"443,446"
1;"492,429"
1;"533,409"
1;"572,385"
1;"604,358"
1;"628,324"
1;"643,283"
1;"649,247"
1;"649,220"
1;"645,202"
1;"636,188"
1;"621,179"
1;"590,178"
1;"559,192"
1;"534,215"
1;"520,252"
1;"517,303"
1;"536,367"
1;"574,428"
1;"609,483"
1;"631,531"
1;"639,569"
1;"642,606"
1;"639,634"
1;"631,659"
1;"627,679"
1;"625,686"
1;"623,688"
1;"622,688"
1;"620,688"
1;"618,688"
1;"616,688"
1;"611,690"
1;"605,693"
1;"597,696"
1;"584,698"
1;"572,701"
1;"549,711"
1;"542,714"
1;"538,716"
1;"523,716"
1;"523,716"
1;"528,710"
1;"552,669"
1;"564,650"
1;"580,622"
1;"600,587"
1;"619,552"
1;"641,511"
1;"656,479"
1;"669,453"
1;"679,431"
1;"689,413"
1;"696,400"
1;"700,388"
1;"705,377"
1;"711,366"
1;"716,356"
1;"720,346"
1;"724,338"
1;"727,329"
1;"731,321"
1;"734,310"
1;"737,295"
1;"737,281"
1;"732,267"
1;"724,254"
1;"669,213"
1;"641,208"
1;"613,206"
1;"588,207"
1;"567,214"
1;"527,238"
1;"514,251"
1;"505,261"
1;"501,271"
1;"500,279"
1;"499,287"
1;"499,296"
1;"499,309"
1;"499,321"
1;"499,348"
1;"505,365"
1;"514,379"
1;"521,393"
1;"531,406"
1;"542,415"
1;"557,426"
1;"576,431"
1;"594,435"
1;"608,439"
1;"624,442"
1;"642,445"
1;"664,446"
1;"695,446"
1;"1132,386"
1;"1332,353"
1;"1378,348"
1;"1363,351"
1;"1307,358"
1;"1231,369"
1;"1173,381"
1;"1151,392"
1;"1146,396"
1;"1148,394"
1;"1186,372"
1;"1252,336"
1;"1278,319"
1;"1143,339"
1;"1137,348"
1;"1110,358"
1;"968,351"
1;"952,343"
1;"929,328"
1;"902,310"
1;"871,292"
1;"840,279"
1;"819,273"
1;"798,269"
1;"779,266"
1;"758,263"
1;"740,261"
1;"716,256"
1;"695,254"
1;"680,254"
1;"665,254"
1;"623,266"
1;"264,381"
1;"255,413"
1;"244,462"
1;"244,471"
1;"254,377"
1;"214,344"
1;"157,304"
1;"129,292"
1;"130,294"
1;"137,301"
1;"171,332"
1;"223,369"
1;"267,394"
1;"284,401"
1;"283,396"
1;"772,280"
1;"870,267"
1;"949,253"
1;"980,248"
1;"983,243"
1;"972,231"
1;"957,222"
1;"925,211"
1;"886,202"
1;"844,198"
1;"812,193"
1;"789,189"
1;"775,186"
1;"759,177"
1;"1027,170"
1;"1101,165"
1;"1174,162"
1;"1245,162"
1;"1298,167"
1;"1417,244"
1;"1395,245"
1;"1396,246"
1;"1399,249"
1;"1398,249"
1;"1394,249"
1;"1387,248"
1;"1379,248"
1;"1373,248"
1;"1358,248"
1;"1358,248"
1;"1357,247"
1;"1354,245"
1;"1347,242"
1;"1336,240"
1;"1326,237"
1;"1311,231"
1;"1294,229"
1;"1276,225"
1;"1257,222"
1;"1236,219"
1;"1211,215"
1;"1192,211"
1;"1177,206"
1;"1166,204"
1;"1163,204"
1;"1163,205"
1;"1169,212"
1;"1184,221"
1;"1214,242"
1;"1247,276"
1;"1259,293"
1;"1265,304"
1;"1266,311"
1;"1266,315"
1;"1260,321"
1;"1249,325"
1;"1229,331"
1;"1206,334"
1;"1181,337"
1;"1156,340"
1;"1134,340"
1;"1112,340"
1;"1077,334"
1;"1063,330"
1;"1055,324"
1;"1044,319"
1;"1033,314"
1;"1020,306"
1;"1008,298"
1;"994,290"
1;"975,280"
1;"961,274"
1;"946,268"
1;"924,262"
1;"900,256"
1;"872,252"
1;"842,248"
1;"810,245"
1;"778,245"
1;"744,245"
1;"708,245"
1;"640,247"
1;"631,252"
1;"632,252"
1;"633,253"
1;"633,252"
1;"632,251"
1;"626,246"
1;"589,232"
1;"564,221"
1;"538,209"
1;"508,196"
1;"475,182"
1;"440,168"
1;"409,158"
1;"382,151"
1;"361,143"
1;"349,139"
1;"343,137"
1;"342,137"
1;"341,139"
1;"339,154"
1;"339,165"
1;"341,182"
1;"349,204"
1;"361,228"
1;"616,341"
1;"682,325"
1;"746,310"
1;"795,294"
1;"832,279"
1;"850,270"
1;"913,252"
1;"930,263"
1;"929,263"
1;"927,263"
1;"926,263"
1;"922,264"
1;"909,271"
1;"884,283"
1;"857,298"
1;"837,309"
1;"822,312"
1;"800,309"
1;"766,298"
1;"737,289"
1;"717,282"
1;"702,278"
1;"688,275"
1;"498,286"
1;"464,314"
1;"436,344"
1;"414,373"
1;"527,281"
1;"578,297"
1;"631,313"
1;"785,349"
1;"872,364"
1;"966,380"
1;"1057,395"
1;"1123,404"
1;"1173,395"
1;"1174,371"
1;"1167,349"
1;"1168,348"
1;"1178,346"
1;"1192,334"
1;"1273,286"
1;"1309,286"
1;"1342,291"
1;"1372,303"
1;"1396,323"
1;"1418,388"
1;"1414,436"
1;"1403,469"
1;"1396,485"
1;"1401,478"
1;"1416,463"
1;"1441,443"
1;"1468,426"
1;"1481,418"
1;"1485,416"
1;"1456,427"
1;"1423,445"
1;"1412,457"
1;"1411,460"
1;"1414,459"
1;"1466,417"
1;"1496,387"
1;"1524,357"
1;"1538,328"
1;"1537,326"
1;"1530,326"
1;"1520,328"
1;"1517,330"
1;"1527,326"
1;"1562,309"
1;"1596,292"
1;"1611,282"
1;"1609,283"
1;"1555,310"
1;"1515,335"
1;"1483,363"
1;"1461,414"
1;"1468,434"
1;"1474,445"
1;"1475,450"
1;"1472,451"
1;"1449,451"
1;"1397,444"
1;"1311,436"
1;"1202,436"
1;"1100,436"
1;"1014,436"
1;"960,436"
1;"933,430"
1;"921,420"
1;"917,380"
1;"916,367"
1;"911,357"
1;"900,346"
1;"877,340"
1;"840,339"
1;"805,339"
1;"789,339"
1;"790,339"
1;"810,333"
1;"838,323"
1;"849,318"
1;"846,315"
1;"827,312"
1;"777,307"
1;"704,303"
1;"672,301"
1;"669,300"
1;"669,299"
1;"670,293"
1;"677,282"
1;"684,274"
1;"684,267"
1;"671,257"
1;"649,247"
1;"613,237"
1;"584,229"
1;"573,224"
1;"572,221"
1;"572,215"
1;"580,205"
1;"587,197"
1;"588,193"
1;"584,188"
1;"563,181"
1;"522,175"
1;"467,167"
1;"423,163"
1;"406,162"
1;"407,163"
1;"421,167"
1;"446,170"
1;"458,172"
1;"459,175"
1;"452,181"
1;"426,192"
1;"386,205"
1;"339,224"
1;"297,249"
1;"272,280"
1;"264,311"
1;"265,341"
1;"277,365"
1;"288,382"
1;"298,398"
1;"298,415"
1;"288,430"
1;"266,448"
1;"245,464"
1;"235,477"
1;"234,486"
1;"246,495"
1;"280,507"
1;"317,512"
1;"337,516"
1;"343,521"
1;"344,526"
1;"344,534"
1;"389,561"
1;"458,562"
1;"548,561"
1;"644,547"
1;"719,536"
1;"755,536"
1;"761,536"
1;"761,537"
1;"761,538"
1;"766,538"
1;"790,538"
1;"826,532"
1;"925,518"
1;"976,512"
1;"1006,509"
1;"1018,509"
1;"1025,509"
1;"1051,507"
1;"1089,498"
1;"1137,483"
1;"1189,462"
1;"1235,437"
1;"1265,413"
1;"1278,390"
1;"1287,370"
1;"1291,351"
1;"1293,331"
1;"1293,313"
1;"1293,296"
1;"1292,273"
1;"1293,250"
1;"1298,227"
1;"1303,212"
1;"1309,197"
1;"1317,184"
1;"1327,175"
1;"1336,168"
1;"1345,167"
1;"1356,167"
1;"1368,172"
1;"1377,181"
1;"1391,193"
1;"1405,211"
1;"1420,233"
1;"1435,257"
1;"1448,281"
1;"1456,304"
1;"1461,327"
1;"1460,355"
1;"1453,381"
1;"1439,408"
1;"1415,431"
1;"1384,449"
1;"1350,462"
1;"1319,468"
1;"1287,470"
1;"1250,464"
1;"1208,452"
1;"1155,435"
1;"1105,414"
1;"1052,393"
1;"999,372"
1;"945,348"
1;"890,325"
1;"830,299"
1;"775,277"
1;"733,260"
1;"695,243"
1;"655,228"
1;"615,213"
1;"576,201"
1;"544,193"
1;"513,185"
1;"482,180"
1;"447,178"
1;"408,178"
1;"375,179"
1;"345,186"
1;"319,196"
1;"295,208"
1;"278,224"
1;"264,243"
1;"256,264"
1;"253,282"
1;"253,297"
1;"257,309"
1;"264,320"
1;"272,332"
1;"284,341"
1;"296,349"
1;"311,355"
1;"331,360"
1;"352,363"
1;"375,364"
1;"396,364"
1;"416,364"
1;"439,364"
1;"462,362"
1;"486,359"
1;"514,352"
1;"539,347"
1;"563,343"
1;"584,337"
1;"607,333"
1;"632,328"
1;"657,323"
1;"686,319"
1;"712,315"
1;"739,311"
1;"769,307"
1;"799,302"
1;"828,297"
1;"857,293"
1;"887,289"
1;"914,285"
1;"940,281"
1;"964,279"
1;"994,278"
1;"1021,277"
1;"1051,277"
1;"1080,276"
1;"1108,274"
1;"1132,273"
1;"1154,272"
1;"1174,272"
1;"1194,272"
1;"1210,272"
1;"1224,272"
1;"1233,272"
1;"1239,272"
1;"1245,272"
1;"1250,273"
1;"1255,275"
1;"1260,277"
1;"1266,278"
1;"1274,279"
1;"1283,281"
1;"1295,283"
1;"1304,288"
1;"1312,292"
1;"1322,297"
1;"1330,304"
1;"1337,314"
1;"1344,324"
1;"1347,335"
1;"1349,348"
1;"1349,359"
1;"1346,371"
1;"1340,379"
1;"1333,386"
1;"1322,391"
1;"1307,393"
1;"1286,393"
1;"1259,391"
1;"1227,387"
1;"1197,383"
1;"1170,379"
1;"1137,372"
1;"1100,366"
1;"1053,357"
1;"1004,346"
1;"961,337"
1;"926,331"
1;"887,325"
1;"846,317"
1;"802,306"
1;"757,293"
1;"715,281"
1;"672,271"
1;"634,260"
1;"600,249"
1;"563,238"
1;"531,227"
1;"497,217"
1;"454,205"
1;"418,198"
1;"388,194"
1;"359,191"
1;"330,191"
1;"294,190"
1;"254,191"
1;"206,198"
1;"166,212"
1;"127,229"
1;"106,243"
1;"103,250"
1;"106,251"
1;"112,253"
1;"116,254"
1;"119,254"
1;"120,252"
1;"120,251"
1;"120,256"
1;"120,256"
1;"120,257"
1;"120,262"
1;"120,269"
1;"246,393"
1;"273,393"
1;"300,387"
1;"327,380"
1;"357,372"
1;"386,367"
1;"416,363"
1;"451,363"
1;"487,363"
1;"524,367"
1;"560,371"
1;"603,375"
1;"655,379"
1;"698,385"
1;"740,389"
1;"779,394"
1;"815,401"
1;"836,401"
1;"839,401"
1;"847,405"
1;"857,408"
1;"861,408"
1;"862,407"
1;"862,405"
1;"846,326"
1;"846,315"
1;"846,312"
1;"844,311"
1;"845,311"
1;"856,317"
1;"876,327"
1;"909,344"
1;"951,363"
1;"988,379"
1;"1016,391"
1;"1037,399"
1;"1060,409"
1;"1068,409"
1;"1072,409"
1;"1035,387"
1;"993,366"
1;"954,346"
1;"914,327"
1;"866,311"
1;"807,287"
1;"742,266"
1;"684,252"
1;"642,248"
1;"604,248"
1;"577,255"
1;"532,273"
1;"456,372"
1;"420,362"
1;"392,352"
1;"362,330"
1;"355,315"
1;"354,299"
1;"354,279"
1;"354,264"
1;"353,255"
1;"350,249"
1;"348,246"
1;"347,246"
1;"347,245"
1;"346,244"
1;"343,241"
1;"336,236"
1;"333,234"
1;"328,232"
1;"325,230"
1;"319,226"
1;"316,225"
1;"311,222"
1;"303,217"
1;"290,208"
1;"274,194"
1;"259,182"
1;"240,165"
1;"215,143"
1;"194,120"
1;"174,98"
1;"162,84"
1;"156,76"
1;"155,72"
1;"154,69"
1;"154,64"
1;"156,58"
1;"158,51"
1;"163,43"
1;"165,36"
1;"166,32"
1;"166,28"
1;"167,26"
1;"167,23"
1;"167,22"
1;"167,21"
1;"167,20"
1;"165,19"
1;"163,19"
1;"160,19"
1;"159,19"
1;"158,19"
1;"157,20"
1;"156,20"
1;"155,20"
1;"154,21"
1;"152,21"
1;"152,22"
